分類排序,原始排序,主分類,子分類,publisher,name,url,具體用途（中文）,API/服務型態,典型輸入,典型輸出,落地操作步驟,建議串接位置,POC檢核,nimType,原始 Use Case,general,description
126,37,安全與治理,內容安全與政策審核,nvidia,nemotron-content-safety-reasoning-4b,https://build.nvidia.com/nvidia/nemotron-content-safety-reasoning-4b,分類不安全、毒性或政策違規的文字/圖像輸入輸出，作為 LLM moderation 與 guardrail。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),NeMo Guardrails; Nemotron; reasoning; Safety and Moderation,A context‑aware safety model that applies reasoning to enforce domain‑specific policies.
127,111,安全與治理,Jailbreak / Prompt Injection 偵測,nvidia,nemoguard-jailbreak-detect,https://build.nvidia.com/nvidia/nemoguard-jailbreak-detect,偵測 prompt injection 與 jailbreak 攻擊，保護聊天機器人、agent 與企業內部工具。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),nemo guardrails; llm security; NIM; Prompt Injection; Safety and Moderation; LLM Safety,Industry leading jailbreak classification model for protection from adversarial attempts
128,110,安全與治理,對話主題控管,nvidia,llama-3.1-nemoguard-8b-topic-control,https://build.nvidia.com/nvidia/llama-3_1-nemoguard-8b-topic-control,限制對話維持在核准主題內，避免客服或企業助理偏離業務範圍。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),nemo guardrails; LLM safety; Safety and moderation; dialogue safety; nemotron,"Topic control model to keep conversations focused on approved topics, avoiding inappropriate content."
129,31,安全與治理,個資偵測,nvidia,gliner-pii,https://build.nvidia.com/nvidia/gliner-pii,偵測文字中的個資與敏感資訊，例如姓名、電話、地址、證件號，支援遮罩與稽核。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),PII Detection; NVIDIA NIM,GLiNER PII detects Personally Identifiable Information in text.
130,80,Physical AI / 自駕 / 機器人,物理一致影片生成,nvidia,cosmos-transfer1-7b,https://build.nvidia.com/nvidia/cosmos-transfer1-7b,從文字與空間控制輸入生成物理一致的影片世界狀態，產生機器人/自駕訓練資料。,Physical AI / Simulation / AV API,影片、相機/雷達資料、HD map、控制條件、模擬場景或 prompt,合成影片、未來世界狀態、3D 偵測、BEV 結果、規劃/推理結果,1. 定義場景與感測器資料格式。2. 呼叫模型生成/理解/預測場景。3. 將輸出送入訓練、評估或模擬迴圈。4. 與真實資料比對。5. 對安全關鍵結果保留人工與規則驗證。,機器人訓練資料生成、自駕感知評估、模擬測試、Physical AI pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,Synthetic Data Generation,Autonomous Vehicles; Physical AI; robotics; video-to-world,Generates physics-aware video world states for physical AI development using text prompts and multiple spatial control inputs derived from real-world data or simulation.
131,33,Physical AI / 自駕 / 機器人,物理一致影片生成,nvidia,cosmos-transfer2.5-2b,https://build.nvidia.com/nvidia/cosmos-transfer2_5-2b,從文字與空間控制輸入生成物理一致的影片世界狀態，產生機器人/自駕訓練資料。,Physical AI / Simulation / AV API,影片、相機/雷達資料、HD map、控制條件、模擬場景或 prompt,合成影片、未來世界狀態、3D 偵測、BEV 結果、規劃/推理結果,1. 定義場景與感測器資料格式。2. 呼叫模型生成/理解/預測場景。3. 將輸出送入訓練、評估或模擬迴圈。4. 與真實資料比對。5. 對安全關鍵結果保留人工與規則驗證。,機器人訓練資料生成、自駕感知評估、模擬測試、Physical AI pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,Synthetic Data Generation,Autonomous Vehicles; Physical AI; robotics; video-to-world,Generates physics-aware video world states for physical AI development using text prompts and multiple spatial control inputs derived from real-world data or simulation.
132,38,Physical AI / 自駕 / 機器人,物理世界推理,nvidia,cosmos-reason2-8b,https://build.nvidia.com/nvidia/cosmos-reason2-8b,理解影片/圖像中的物理世界、物件互動與時序關係，支援機器人和自駕場景推理。,Physical AI / Simulation / AV API,影片、相機/雷達資料、HD map、控制條件、模擬場景或 prompt,合成影片、未來世界狀態、3D 偵測、BEV 結果、規劃/推理結果,1. 定義場景與感測器資料格式。2. 呼叫模型生成/理解/預測場景。3. 將輸出送入訓練、評估或模擬迴圈。4. 與真實資料比對。5. 對安全關鍵結果保留人工與規則驗證。,機器人訓練資料生成、自駕感知評估、模擬測試、Physical AI pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Synthetic Data Generation,video understanding; autonomous vehicles; industrial; Physical AI; vision language model; reasoning,Vision language model that excels in understanding the physical world using structured reasoning on videos or images.
133,91,Physical AI / 自駕 / 機器人,未來世界狀態預測,nvidia,cosmos-predict1-5b,https://build.nvidia.com/nvidia/cosmos-predict1-5b,根據圖片或短影片預測未來畫面/世界狀態，用於機器人與自駕模型測試。,Physical AI / Simulation / AV API,影片、相機/雷達資料、HD map、控制條件、模擬場景或 prompt,合成影片、未來世界狀態、3D 偵測、BEV 結果、規劃/推理結果,1. 定義場景與感測器資料格式。2. 呼叫模型生成/理解/預測場景。3. 將輸出送入訓練、評估或模擬迴圈。4. 與真實資料比對。5. 對安全關鍵結果保留人工與規則驗證。,機器人訓練資料生成、自駕感知評估、模擬測試、Physical AI pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,Synthetic Data Generation,Physical AI; policy evaluation; robotics; video-to-world,Generates future frames of a physics-aware world state based on simply an image or short video prompt for physical AI development.
134,93,Physical AI / 自駕 / 機器人,自駕 3D 感知,nvidia,bevformer,https://build.nvidia.com/nvidia/bevformer,做自駕車 3D 感知、鳥瞰圖理解或物件偵測，支援自駕資料分析與模型驗證。,Physical AI / Simulation / AV API,影片、相機/雷達資料、HD map、控制條件、模擬場景或 prompt,合成影片、未來世界狀態、3D 偵測、BEV 結果、規劃/推理結果,1. 定義場景與感測器資料格式。2. 呼叫模型生成/理解/預測場景。3. 將輸出送入訓練、評估或模擬迴圈。4. 與真實資料比對。5. 對安全關鍵結果保留人工與規則驗證。,機器人訓練資料生成、自駕感知評估、模擬測試、Physical AI pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),autonomous vehicles; bev; automotive; perception,Advanced transformer for multi-frame bird's-eye-view 3D perception in autonomous driving.
135,46,Physical AI / 自駕 / 機器人,自駕 3D 感知,nvidia,streampetr,https://build.nvidia.com/nvidia/streampetr,做自駕車 3D 感知、鳥瞰圖理解或物件偵測，支援自駕資料分析與模型驗證。,Physical AI / Simulation / AV API,影片、相機/雷達資料、HD map、控制條件、模擬場景或 prompt,合成影片、未來世界狀態、3D 偵測、BEV 結果、規劃/推理結果,1. 定義場景與感測器資料格式。2. 呼叫模型生成/理解/預測場景。3. 將輸出送入訓練、評估或模擬迴圈。4. 與真實資料比對。5. 對安全關鍵結果保留人工與規則驗證。,機器人訓練資料生成、自駕感知評估、模擬測試、Physical AI pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),autonomous vehicles; bev; AV Stack; automotive,StreamPETR offers efficient 3D object detection for autonomous driving by propagating sparse object queries temporally.
136,92,Physical AI / 自駕 / 機器人,自駕端到端 Stack,nvidia,sparsedrive,https://build.nvidia.com/nvidia/sparsedrive,整合感知、預測與規劃，適合自駕研究、場景評估與策略驗證。,Physical AI / Simulation / AV API,影片、相機/雷達資料、HD map、控制條件、模擬場景或 prompt,合成影片、未來世界狀態、3D 偵測、BEV 結果、規劃/推理結果,1. 定義場景與感測器資料格式。2. 呼叫模型生成/理解/預測場景。3. 將輸出送入訓練、評估或模擬迴圈。4. 與真實資料比對。5. 對安全關鍵結果保留人工與規則驗證。,機器人訓練資料生成、自駕感知評估、模擬測試、Physical AI pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),autonomous vehicles; bev; av stack; automotive,"End-to-end autonomous driving stack integrating perception, prediction, and planning with sparse scene representations for efficiency and safety."
137,60,3D / OpenUSD / 數位分身,文字/圖片轉 3D,microsoft,TRELLIS,https://build.nvidia.com/microsoft/trellis,從文字或圖片生成 3D 資產，支援遊戲、數位分身、模擬與創作流程。,3D / OpenUSD API,文字 prompt、圖片、OpenUSD 檔案、USD-Python 問題或驗證規則,3D asset、USD-Python 程式碼、驗證報告或修正建議,1. 準備 3D 需求、參考圖或 USD 資產。2. 呼叫模型生成/驗證/回答。3. 在 Omniverse 或 DCC 工具中載入。4. 進行材質、尺度、規則檢查。5. 納入數位分身資產庫。,Omniverse、OpenUSD pipeline、遊戲/模擬資產生成、數位分身驗證,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),text-to-3d; Run-on-RTX; image-to-3d,MSFT TRELLIS is a 3D AI model that generates high-quality 3D assets from text or image inputs.
138,117,3D / OpenUSD / 數位分身,OpenUSD 程式碼生成,nvidia,usdcode,https://build.nvidia.com/nvidia/usdcode,回答 OpenUSD 問題並產生 USD-Python 程式碼，協助建立或修改數位分身場景。,3D / OpenUSD API,文字 prompt、圖片、OpenUSD 檔案、USD-Python 問題或驗證規則,3D asset、USD-Python 程式碼、驗證報告或修正建議,1. 準備 3D 需求、參考圖或 USD 資產。2. 呼叫模型生成/驗證/回答。3. 在 Omniverse 或 DCC 工具中載入。4. 進行材質、尺度、規則檢查。5. 納入數位分身資產庫。,Omniverse、OpenUSD pipeline、遊戲/模擬資產生成、數位分身驗證,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,Digital Twin; Synthetic Data Generation; Code Generation,OpenUSD; Chat,State-of-the-art LLM that answers OpenUSD knowledge queries and generates USD-Python code.
139,139,3D / OpenUSD / 數位分身,OpenUSD 資產驗證,nvidia,usdvalidate,https://build.nvidia.com/nvidia/usdvalidate,檢查 OpenUSD 資產是否符合 RTX 渲染與規則要求，支援數位分身資產驗證。,3D / OpenUSD API,文字 prompt、圖片、OpenUSD 檔案、USD-Python 問題或驗證規則,3D asset、USD-Python 程式碼、驗證報告或修正建議,1. 準備 3D 需求、參考圖或 USD 資產。2. 呼叫模型生成/驗證/回答。3. 在 Omniverse 或 DCC 工具中載入。4. 進行材質、尺度、規則檢查。5. 納入數位分身資產庫。,Omniverse、OpenUSD pipeline、遊戲/模擬資產生成、數位分身驗證,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,Digital Twin; Synthetic Data Generation,Validation; OpenUSD; USD; Visualization 3D,Verify compatibility of OpenUSD assets with instant RTX render and rule-based validation.
140,131,生醫與藥物探索,蛋白質/分子結構預測,deepmind,alphafold2,https://build.nvidia.com/deepmind/alphafold2,預測蛋白質、核酸、配體或生物分子複合體的 3D 結構，支援藥物探索與生物研究。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,nim; Bionemo; Biology; protein folding,Predicts the 3D structure of a protein from its amino acid sequence.
141,129,生醫與藥物探索,蛋白質/分子結構預測,deepmind,alphafold2-multimer,https://build.nvidia.com/deepmind/alphafold2-multimer,預測蛋白質、核酸、配體或生物分子複合體的 3D 結構，支援藥物探索與生物研究。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,nim; Bionemo; Biology; protein folding,Predicts the 3D structure of a protein from its amino acid sequence.
142,154,生醫與藥物探索,蛋白質/分子結構預測,meta,esmfold,https://build.nvidia.com/meta/esmfold,預測蛋白質、核酸、配體或生物分子複合體的 3D 結構，支援藥物探索與生物研究。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),biology; nim; Bionemo; protein folding; Drug Discovery,Predicts the 3D structure of a protein from its amino acid sequence.
143,83,生醫與藥物探索,蛋白質/分子結構預測,mit,Boltz-2,https://build.nvidia.com/mit/boltz2,預測蛋白質、核酸、配體或生物分子複合體的 3D 結構，支援藥物探索與生物研究。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,nim; Bionemo; Biology; Protein Folding,Predict complex structures using Boltz-2.
144,102,生醫與藥物探索,蛋白質/分子結構預測,openfold,openfold2,https://build.nvidia.com/openfold/openfold2,預測蛋白質、核酸、配體或生物分子複合體的 3D 結構，支援藥物探索與生物研究。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,nim; Bionemo; Biology; Protein Folding,"Predicts the 3D structure of a protein from its amino acid sequence, multiple sequence alignments, and templates."
145,50,生醫與藥物探索,蛋白質/分子結構預測,openfold,openfold3,https://build.nvidia.com/openfold/openfold3,預測蛋白質、核酸、配體或生物分子複合體的 3D 結構，支援藥物探索與生物研究。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,Biology; Protein Folding,"OpenFold3 is a third-generation biomolecular foundation model that predicts the three-dimensional structures of molecular complexes (proteins, DNA, RNA, ligands)"
146,136,生醫與藥物探索,蛋白質設計,ipd,proteinmpnn,https://build.nvidia.com/ipd/proteinmpnn,設計蛋白質骨架或依骨架生成胺基酸序列，支援 protein binder 與蛋白工程。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,biology; nim; BioNemo; Protein Generation,ProteinMPNN is a deep learning model for predicting amino acid sequences for protein backbones.
147,148,生醫與藥物探索,蛋白質設計,ipd,rfdiffusion,https://build.nvidia.com/ipd/rfdiffusion,設計蛋白質骨架或依骨架生成胺基酸序列，支援 protein binder 與蛋白工程。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,biology; nim; BioNemo; Protein Generation,A generative model of protein backbones for protein binder design.
148,130,生醫與藥物探索,蛋白質嵌入向量,meta,esm2-650m,https://build.nvidia.com/meta/esm2-650m,將蛋白質序列轉成向量表示，用於蛋白質搜尋、相似度分析與下游生物模型。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,Drug Discovery,nim; Protein Embedding; BioNemo; Biology,Generates embeddings of proteins from their amino acid sequences.
149,101,生醫與藥物探索,多序列比對,colabfold,msa-search,https://build.nvidia.com/colabfold/msa-search,替蛋白質序列建立多序列比對，作為結構預測與演化分析前處理。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,nim; Bionemo; Biology; Protein Folding,Generates a multiple sequence alignment from a query sequence and a protein sequence database search.
150,155,生醫與藥物探索,分子 Docking,mit,diffdock,https://build.nvidia.com/mit/diffdock,預測小分子與蛋白質的結合姿態，用於 docking、候選分子篩選與藥物設計。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,Chemistry; nim; BioNemo; Docking,Predicts the 3D structure of how a molecule interacts with a protein.
151,113,生醫與藥物探索,小分子生成/最佳化,nvidia,genmol,https://build.nvidia.com/nvidia/genmol-generate,生成或最佳化具有目標性質的小分子，支援早期藥物候選探索。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,Chemistry; nim; BioNemo; Molecule Generation,Fragment-Based Molecular Generation by Discrete Diffusion.
152,153,生醫與藥物探索,小分子生成/最佳化,nvidia,molmim,https://build.nvidia.com/nvidia/molmim-generate,生成或最佳化具有目標性質的小分子，支援早期藥物候選探索。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,Chemistry; nim; BioNemo; Molecule Generation,"MolMIM performs controlled generation, finding molecules with the right properties."
153,107,生醫與藥物探索,基因體序列建模,arc,evo2-40b,https://build.nvidia.com/arc/evo2-40b,分析長基因序列並捕捉單核苷酸變異影響，適合基因體研究與生物序列建模。,Healthcare / BioNeMo API,蛋白質序列、MSA、分子 SMILES、蛋白 backbone、配體/受體資料或 DNA 序列,3D 結構、候選分子、蛋白序列、embedding、docking pose 或序列分析結果,1. 準備 FASTA/SMILES/PDB 等標準格式。2. 呼叫對應 Bio/Healthcare 模型。3. 對輸出做物理/化學可行性與品質評估。4. 排序候選。5. 交給 wet lab、分子模擬或下游分析。,藥物探索平台、蛋白設計流程、分子篩選、生物研究 pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Drug Discovery,DNA Generation; biology; nim; Bionemo,Evo 2 is a biological foundation model that is able to integrate information over long genomic sequences while retaining sensitivity to single-nucleotide changes.
154,15,科學與工程模擬,量子校準,nvidia,ising-calibration-1-35b-a3b,https://build.nvidia.com/nvidia/ising-calibration-1-35b-a3b,理解量子電腦校準圖表與量測資料，輔助量子晶片校準與錯誤修正工作流。,Scientific / Optimization API,科學量測資料、天氣場、醫學影像、路線/車隊/約束條件等,校準判讀、預測場、分割 mask、最佳路線/排程方案,1. 將領域資料轉成模型要求格式。2. 呼叫模型或最佳化服務。3. 驗證輸出是否滿足物理/業務限制。4. 與既有模擬器或決策系統整合。5. 建立監控與人工覆核。,科學分析平台、醫學影像工具、氣象系統、物流最佳化引擎,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),Quantum; reasoning; Vision Language Model; calibration,Open VLM for quantum computer calibration chart understanding across a range of qubit modalities.
155,122,科學與工程模擬,天氣/氣候預測,nvidia,fourcastnet,https://build.nvidia.com/nvidia/fourcastnet,快速預測全球天氣與氣候變數，用於氣象模擬、風險分析與 Earth-2 工作流。,Scientific / Optimization API,科學量測資料、天氣場、醫學影像、路線/車隊/約束條件等,校準判讀、預測場、分割 mask、最佳路線/排程方案,1. 將領域資料轉成模型要求格式。2. 呼叫模型或最佳化服務。3. 驗證輸出是否滿足物理/業務限制。4. 與既有模擬器或決策系統整合。5. 建立監控與人工覆核。,科學分析平台、醫學影像工具、氣象系統、物流最佳化引擎,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Weather Simulation,AI Weather Prediction; climate science; Earth-2,FourCastNet predicts global atmospheric dynamics of various weather / climate variables.
156,152,科學與工程模擬,醫學影像分割,nvidia,vista-3d,https://build.nvidia.com/nvidia/vista-3d,互動式分割與標註人體解剖結構，適合醫學影像分析與輔助標註。,Scientific / Optimization API,科學量測資料、天氣場、醫學影像、路線/車隊/約束條件等,校準判讀、預測場、分割 mask、最佳路線/排程方案,1. 將領域資料轉成模型要求格式。2. 呼叫模型或最佳化服務。3. 驗證輸出是否滿足物理/業務限制。4. 與既有模擬器或決策系統整合。5. 建立監控與人工覆核。,科學分析平台、醫學影像工具、氣象系統、物流最佳化引擎,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Medical Imaging,Interactive Annotation; Image Segmentation; Non-Commercial Use Only,VISTA-3D is a specialized interactive foundation model for segmenting and anotating human anatomies.
157,157,科學與工程模擬,路線/組合最佳化,nvidia,cuopt,https://build.nvidia.com/nvidia/nvidia-cuopt,求解車隊配送、路線規劃、排程與複雜組合最佳化問題。,Scientific / Optimization API,科學量測資料、天氣場、醫學影像、路線/車隊/約束條件等,校準判讀、預測場、分割 mask、最佳路線/排程方案,1. 將領域資料轉成模型要求格式。2. 呼叫模型或最佳化服務。3. 驗證輸出是否滿足物理/業務限制。4. 與既有模擬器或決策系統整合。5. 建立監控與人工覆核。,科學分析平台、醫學影像工具、氣象系統、物流最佳化引擎,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Route Optimization,,World-record accuracy and performance for complex route optimization.
